country,year,GHG_per_POP
United Kingdom,2015,7.643871337185595
United Kingdom,2016,7.243232152586206
United Kingdom,2017,6.981501148846667
United Kingdom,2018,6.802251881212051
Indonesia,1990,2.791800415975892
Indonesia,1991,2.837611013878903
Indonesia,1992,2.8996517552225187
Indonesia,1993,2.937576745659592
Indonesia,1994,2.9768335762734677
Indonesia,1995,3.088797293403351
Indonesia,1996,3.114838247294235
Indonesia,1997,3.1604360228294492
Indonesia,1998,3.146002031055139
Indonesia,1999,3.1783402751662773
Indonesia,2000,3.157618701627925
Indonesia,2001,3.1773455240815074
Indonesia,2002,3.138373830539959
Indonesia,2003,3.1931445816676254
Indonesia,2004,3.174901518308838
Indonesia,2005,3.1077451647020533
Indonesia,2006,3.1335925614158024
Indonesia,2007,3.1475519969319836
Indonesia,2008,3.082434090102145
Indonesia,2009,3.1180465702883247
Indonesia,2010,3.152572787608649
Indonesia,2011,3.3554726752463
Indonesia,2012,3.329500073402593
Indonesia,2013,3.1646671285102426
Indonesia,2014,3.312336349841795
Indonesia,2015,3.297427278734241
Indonesia,2016,3.312325931892942
Indonesia,2017,3.447635213457314
Indonesia,2018,3.6222886814492243
India,1990,1.4044099156126606
India,1991,1.4378082916937067
India,1992,1.4447375572768315
India,1993,1.4507595334954102
India,1994,1.4718457164403875
India,1995,1.5119367687479417
India,1996,1.5361496175402165
India,1997,1.5663202679019206
India,1998,1.5712661017771403
India,1999,1.6167494986027537
India,2000,1.625591282375579
India,2001,1.6198324164983746
India,2002,1.6133835825266325
India,2003,1.6274155032305553
India,2004,1.6773553817091118
India,2005,1.7163323171123082
India,2006,1.7722816784294548
India,2007,1.8671588202660696
India,2008,1.92337649625926
India,2009,2.0141308988504765
India,2010,2.0774277991634555
India,2011,2.136467862064212
India,2012,2.223134715178202
India,2013,2.2453821258199897
India,2014,2.3531863173455605
India,2015,2.3383920975202095
India,2016,2.3428233947123
India,2017,2.4127706184705544
India,2018,2.4951090487240077
Italy,1990,8.661082200678289
Italy,1991,8.61280370572024
Italy,1992,8.550086380310315
Italy,1993,8.434007419892458
Italy,1994,8.339226717613654
Italy,1995,8.778716136250276
Italy,1996,8.71012227322619
Italy,1997,8.771958812292526
Italy,1998,8.967829893764437
Italy,1999,9.093350154754392
Italy,2000,9.175459398166291
Italy,2001,9.138538388495826
Italy,2002,9.270052666706942
Italy,2003,9.552249243512005
Italy,2004,9.68339834495521
Italy,2005,9.658012481187516
Italy,2006,9.415764270278098
Italy,2007,9.252834313654862
Italy,2008,8.938963479034726
Italy,2009,8.071191370084609
Italy,2010,8.189628100698112
Italy,2011,7.99249585492112
Italy,2012,7.670678045043446
Italy,2013,7.054659608232886
Italy,2014,6.666322306912057
Italy,2015,6.85239604652562
Italy,2016,6.786524490916647
Italy,2017,6.702875110042735
Italy,2018,6.613511423699012
Japan,1990,9.597094219213139
Japan,1991,9.676357652221613
Japan,1992,9.747317661241713
Japan,1993,9.65552876334826
Japan,1994,10.085558165172793
Japan,1995,10.181793547564396
Japan,1996,10.271078349515335
Japan,1997,10.150408148694638
Japan,1998,9.75007911392405
Japan,1999,9.934771106601069
Japan,2000,10.046277681858676
Japan,2001,9.842310989469048
Japan,2002,10.067950880772099
Japan,2003,10.10726757387369
Japan,2004,10.040309640657165
Japan,2005,10.047662651733935
Japan,2006,9.869851549423561
Japan,2007,10.14038952820681
Japan,2008,9.6138619273326409
Japan,2009,9.149531031574345
Japan,2010,9.590380260794877
Japan,2011,10.05037822784414
Japan,2012,10.397636900704386
Japan,2013,10.503589783828318
Japan,2014,10.221801439391559
Japan,2015,9.950134103082405
Japan,2016,9.903813874286268
Japan,2017,9.743757023509502
Japan,2018,9.379423389560188
"Korea, Rep.",1990,6.687305686918066
"Korea, Rep.",1991,7.206719632044787
"Korea, Rep.",1992,7.6936155334504495
"Korea, Rep.",1993,8.3141326588380835
"Korea, Rep.",1994,8.849157085530651
"Korea, Rep.",1995,9.478634939075121
"Korea, Rep.",1996,10.002486343616555
"Korea, Rep.",1997,10.471436610597042
"Korea, Rep.",1998,8.995926955207656
"Korea, Rep.",1999,9.744366806754586
"Korea, Rep.",2000,10.887270071328755
"Korea, Rep.",2001,11.157867217854683
"Korea, Rep.",2002,10.942866804844925
"Korea, Rep.",2003,11.050830059844655
"Korea, Rep.",2004,11.508132508615033
"Korea, Rep.",2005,11.38871017212339
"Korea, Rep.",2006,11.50061195386493
"Korea, Rep.",2007,11.623206959184111
"Korea, Rep.",2008,11.822514568836084
"Korea, Rep.",2009,12.038654708729354
"Korea, Rep.",2010,13.0447297693479
"Korea, Rep.",2011,13.432822610124454
"Korea, Rep.",2012,13.452031423279267
"Korea, Rep.",2013,13.385183767567534
"Korea, Rep.",2014,13.089531667493619
"Korea, Rep.",2015,13.443118935319093
"Korea, Rep.",2016,13.607182643113372
"Korea, Rep.",2017,13.830092887314882
"Korea, Rep.",2018,13.92999229382006
Mexico,1990,4.6806686455062705
Mexico,1991,4.805255589113565
Mexico,1992,4.751987984262235
Mexico,1993,4.890920710802677
Mexico,1994,5.0918184440291965
Mexico,1995,4.800831390625408
Mexico,1996,5.008854548203864
Mexico,1997,5.225079094390369
Mexico,1998,5.43191783761261
Mexico,1999,5.18285805370955
Mexico,2000,5.375842601168889
Mexico,2001,5.274374347395753
Mexico,2002,5.253491073647965
Mexico,2003,5.39468856633355
Mexico,2004,5.389373350223806
Mexico,2005,5.53057779741539
Mexico,2006,5.662040929561695
Mexico,2007,5.778941954677996
Mexico,2008,5.964159885832343
Mexico,2009,5.738019758627227
Mexico,2010,5.698511058889952
Mexico,2011,5.744909558600861
Mexico,2012,5.621357871891229
Mexico,2013,5.492767907484584
Mexico,2014,5.366949979044102
Mexico,2015,5.499012126802969
Mexico,2016,5.537106057882352
Mexico,2017,5.434641226403586
Mexico,2018,5.387715245317998
Russian Federation,1990,21.975961558053687
Russian Federation,1991,21.263295059963795
Russian Federation,1992,19.652520758684044
Russian Federation,1993,17.929825732027954
Russian Federation,1994,16.02805381427373
Russian Federation,1995,15.488713128106271
Russian Federation,1996,15.1410505318877
Russian Federation,1997,14.349490043836623
Russian Federation,1998,14.222244530102852
Russian Federation,1999,14.517632387661955
Russian Federation,2000,14.968532513474077
Russian Federation,2001,15.213820538571413
Russian Federation,2002,15.425669507399935
Russian Federation,2003,16.02234457573594
Russian Federation,2004,16.39837588145253
Russian Federation,2005,16.535253698515092
Russian Federation,2006,17.092178989590867
Russian Federation,2007,17.198893871545806
Russian Federation,2008,17.408356535157893
Russian Federation,2009,16.387535670764095
Russian Federation,2010,17.17892292045498
Russian Federation,2011,17.810463263146033
Russian Federation,2012,17.919966199288904
Russian Federation,2013,17.62297370940002
Russian Federation,2014,17.53404143259489
Russian Federation,2015,17.180734043702685
Russian Federation,2016,17.112782185541786
Russian Federation,2017,17.260943169105012
Russian Federation,2018,17.604081466904905
Saudi Arabia,1990,11.743409701224348
Saudi Arabia,1991,12.689075905810009
Saudi Arabia,1992,13.16462036051572
Saudi Arabia,1993,13.284695966069814
Saudi Arabia,1994,13.730288685235234
Saudi Arabia,1995,13.684901219446111
Saudi Arabia,1996,14.170023363122203
Saudi Arabia,1997,13.065811146393663
Saudi Arabia,1998,13.743914627796443
Saudi Arabia,1999,13.799280607209942
Saudi Arabia,2000,14.108703900146342
Saudi Arabia,2001,14.050604816021547
Saudi Arabia,2002,14.595060783784803
Saudi Arabia,2003,14.763558848616968
Saudi Arabia,2004,15.127080357205383
Saudi Arabia,2005,15.38828128362342
Saudi Arabia,2006,15.899462138474597
Saudi Arabia,2007,16.382637810765942
Saudi Arabia,2008,17.386460840677156
Saudi Arabia,2009,17.678356870366816
Saudi Arabia,2010,18.764859707729723
Saudi Arabia,2011,18.898320695244244
Saudi Arabia,2012,19.485571313452358
Saudi Arabia,2013,19.49317414467921
Saudi Arabia,2014,20.35766995487829
Saudi Arabia,2015,20.820251773805875
Saudi Arabia,2016,20.47162503683718
Saudi Arabia,2017,19.820439650147854
Saudi Arabia,2018,18.933762599896504
Turkey,1990,3.824244751070616
Turkey,1991,3.8050280089047175
Turkey,1992,3.877382722177384
Turkey,1993,3.9303624568360878
Turkey,1994,3.784643336278624
Turkey,1995,3.9742536617838664
Turkey,1996,4.210302905201561
Turkey,1997,4.295328088644759
Turkey,1998,4.247862759400365
Turkey,1999,4.1809424960502835
Turkey,2000,4.497456016739733
Turkey,2001,4.085228802489422
Turkey,2002,4.1832605200091235
Turkey,2003,4.303413125148265
Turkey,2004,4.3379490480135114
Turkey,2005,4.465604485167553
Turkey,2006,4.837484531895598
Turkey,2007,5.2104101738939
Turkey,2008,5.128473705218728
Turkey,2009,5.111508878554638
Turkey,2010,5.1755228532108735
Turkey,2011,5.404308474676244
Turkey,2012,5.505884003286438
Turkey,2013,5.2978280511829405
Turkey,2014,5.530546180798671
Turkey,2015,5.5246815610349715
Turkey,2016,5.772670767055936
Turkey,2017,6.196893402054782
Turkey,2018,6.102980941604509
United States,1990,23.877126707074268
United States,1991,23.39594673117744
United States,1992,23.392953211130777
United States,1993,23.499936518684667
United States,1994,23.559587421995545
United States,1995,23.51193113963602
United States,1996,23.853797783172602
United States,1997,24.483765316863312
United States,1998,24.322395180059015
United States,1999,24.03383027522936
United States,2000,24.31631476242241
United States,2001,23.886707237986677
United States,2002,23.10979761776292
United States,2003,23.11687905480337
United States,2004,23.18117208384665
United States,2005,23.016710475880917
United States,2006,22.479495871692595
United States,2007,22.56691817458342
United States,2008,21.769521069681467
United States,2009,20.192388844533223
United States,2010,20.827722835819813
United States,2011,19.94467094357932
United States,2012,19.016135018872415
United States,2013,19.327567627542507
United States,2014,19.25032403008736
United States,2015,18.718179305631917
United States,2016,18.28469963274877
United States,2017,17.97109300416488
United States,2018,18.42997549989559
South Africa,1990,8.498252483314973
South Africa,1991,8.183949543454972
South Africa,1992,7.903526348401974
South Africa,1993,7.924810756003582
South Africa,1994,7.889742597517541
South Africa,1995,7.977650030368696
South Africa,1996,8.049524008743447
South Africa,1997,8.22379440179014
South Africa,1998,8.239729543291249
South Africa,1999,7.6624064688086
South Africa,2000,7.652824149629312
South Africa,2001,8.299307511100414
South Africa,2002,8.533092292236992
South Africa,2003,8.886709818230418
South Africa,2004,9.364028841479493
South Africa,2005,9.25051161122789
South Africa,2006,9.188181581054392
South Africa,2007,9.478465349366688
South Africa,2008,9.993476829163635
South Africa,2009,9.448855462188304
South Africa,2010,9.756922935323367
South Africa,2011,9.311826862362008
South Africa,2012,9.522708292989758
South Africa,2013,9.55573612854106
South Africa,2014,9.626140891575167
South Africa,2015,9.04717187725377
South Africa,2016,8.923162753169057
South Africa,2017,9.02652600605114
South Africa,2018,8.88419470201334
